ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,scale_status,pass_performance,pass_quality,veto,is_core,is_watch,is_backup,fund_scale,high_quality
025560.OF,光大阳光启明星创新驱动主题D,混合型,混合型-偏股,1.81,0.03,8.44,16.72,5.82,0.39,86,1664.0,68.1295515523189,1135.0,78.300803673938,71.8,watch,False,True,False,False,True,False,3.711204213653511,False
025558.OF,光大阳光启明星创新驱动主题A,混合型,混合型-偏股,1.74,-0.03,8.34,16.7,5.82,0.38,86,1730.0,66.86469911843618,1161.0,77.80329123612705,71.4,watch,False,True,False,False,True,False,4.041803159142544,False
026201.OF,诺安利鑫D,灵活配置型,混合型-平衡,3.01,3.66,16.16,17.02,6.16,0.83,94,51.0,89.4291754756871,36.0,92.60042283298098,85.5,preferred,False,True,False,False,True,False,18.462429907969486,True
026153.OF,国泰海通君得明C,混合型,混合型-偏股,1.55,0.39,10.1,19.97,6.77,0.41,99,1331.0,74.51130701418167,870.0,83.37160352085725,73.2,preferred,False,True,False,False,True,False,32.6704889553069,False
026155.OF,红土创新新科技C,股票型,主动股票型,5.86,16.2,21.1,36.67,7.36,0.52,99,3.0,99.65397923875432,24.0,96.02076124567472,73.5,watch,False,True,False,False,True,False,118.646867242705,False
025319.OF,金元顺安乾丰稳健A,混合型,混合型-偏股,2.49,1.0,5.72,10.57,3.47,0.35,71,1004.0,80.77807589114603,1665.0,68.1592039800995,70.5,preferred,False,True,False,False,True,False,32.8719561902696,False
025320.OF,金元顺安乾丰稳健C,混合型,混合型-偏股,2.48,0.97,5.67,10.56,3.48,0.35,71,1018.0,80.50977385971636,1680.0,67.87217757367011,70.3,preferred,False,True,False,False,True,False,25.811001540024535,False
025081.OF,前海开源裕泰3个月持有C,混合型,混合型-偏股,-1.19,-1.6,8.33,16.37,5.82,0.39,57,2901.0,44.42315063242621,1163.0,77.76502104860315,71.6,preferred,False,True,False,False,True,False,34.044842516815685,False
025080.OF,前海开源裕泰3个月持有A,混合型,混合型-偏股,-1.16,-1.57,8.45,16.39,5.82,0.39,57,2889.0,44.65312380222307,1133.0,78.33907386146193,71.8,preferred,False,True,False,False,True,False,15.751136052002396,False
025688.OF,中金阿尔法优选A,混合型,混合型-偏股,0.09,-2.0,10.99,17.1,5.49,0.53,81,3117.0,40.28363357608279,761.0,85.45732874091084,78.4,watch,False,True,False,False,True,False,3.0908175728735943,False
025709.OF,汇添富价值驱动A,混合型,混合型-偏股,1.24,8.25,8.46,20.25,3.39,0.32,37,109.0,97.93024147182828,1131.0,78.37734404898585,73.0,preferred,False,True,False,False,True,False,18.715364778771814,False
025689.OF,中金阿尔法优选C,混合型,混合型-偏股,0.04,-2.07,10.85,17.09,5.49,0.52,81,3141.0,39.82368723648908,775.0,85.1894374282434,78.1,preferred,False,True,False,False,True,False,44.68605533707811,False
025710.OF,汇添富价值驱动C,混合型,混合型-偏股,1.2,8.15,8.3,20.22,3.39,0.31,37,116.0,97.79609045611345,1170.0,77.63107539226942,72.7,preferred,False,True,False,False,True,False,43.14482424840715,False
025776.OF,鹏华启航量化选股,混合型,混合型-偏股,0.42,-1.17,6.34,13.01,3.75,0.33,49,2679.0,48.67765427366807,1534.0,70.66590126291618,70.7,preferred,False,True,False,False,True,False,24.168946648827276,False
019437.OF,华商科创创业精选A,混合型,混合型-偏股,-2.94,-4.8,26.85,42.22,9.76,0.59,57,4079.0,21.847451130701423,46.0,99.13892078071184,74.2,preferred,True,True,False,False,True,False,8.345119745916065,False
024673.OF,永赢价值回报C,混合型,混合型-偏股,-0.25,3.21,6.13,13.15,3.66,0.31,61,454.0,91.31851284016864,1572.0,69.93876769996173,70.1,preferred,False,True,False,False,True,False,13.440183217594585,False
025657.OF,国金智远量化选股C,混合型,混合型-偏股,-0.57,2.63,11.74,23.18,4.54,0.42,47,543.0,89.61287849750863,658.0,87.42824339839265,74.9,watch,False,True,False,False,True,False,1.2959989255643716,False
025486.OF,中邮新锐量化选股A,混合型,混合型-偏股,-0.55,2.05,15.04,18.94,6.36,0.69,72,662.0,87.33231123035645,344.0,93.43666283964792,82.8,watch,False,True,False,False,True,False,1.758992064846996,True
019438.OF,华商科创创业精选C,混合型,混合型-偏股,-2.97,-4.85,26.7,42.22,9.79,0.59,57,4103.0,21.387504791107705,48.0,99.10065059318792,74.2,preferred,True,True,False,False,True,False,13.159395930613178,False
025487.OF,中邮新锐量化选股C,混合型,混合型-偏股,-0.59,1.99,14.9,18.94,6.37,0.68,72,678.0,87.02568033729399,360.0,93.13050133945656,82.6,watch,False,True,False,False,True,False,3.3424573382429954,True
025656.OF,国金智远量化选股A,混合型,混合型-偏股,-0.53,2.7,11.93,23.22,4.53,0.43,47,530.0,89.86201609812188,633.0,87.90662074244165,75.2,preferred,False,True,False,False,True,False,5.163607942849888,False
024672.OF,永赢价值回报A,混合型,混合型-偏股,-0.22,3.29,6.31,13.15,3.65,0.33,61,447.0,91.45266385588349,1543.0,70.49368541905856,70.8,preferred,False,True,False,False,True,False,5.071111589224518,False
025466.OF,百嘉瑞丰量化选股A,混合型,混合型-偏股,0.23,1.56,5.88,5.6,2.51,0.69,133,790.0,84.87926408585665,1618.0,69.0585533869116,77.0,preferred,False,True,False,False,True,False,26.06785189016441,False
025949.OF,诺安研究精选C,股票型,主动股票型,0.78,-8.13,27.16,33.14,11.34,0.76,134,470.0,18.85813148788928,6.0,99.1349480968858,78.4,watch,True,True,False,False,True,False,1.0723246865248186,False
024866.OF,圆信永丰新材料A,混合型,混合型-偏股,4.81,-0.26,12.63,21.28,9.61,0.5,134,1986.0,61.95860482943656,558.0,89.3417527745886,74.3,preferred,False,True,False,False,True,False,5.506098203455453,False
024330.OF,华夏资源精选A,混合型,混合型-偏股,-1.33,0.43,18.24,28.08,11.73,0.58,109,1296.0,75.18206209275584,192.0,96.34519709146576,73.5,preferred,False,True,False,False,True,False,33.88322322451174,False
024867.OF,圆信永丰新材料C,混合型,混合型-偏股,4.8,-0.26,12.6,21.29,9.61,0.5,134,1992.0,61.84361824453815,560.0,89.30348258706468,74.3,preferred,False,True,False,False,True,False,10.615511390840036,False
024331.OF,华夏资源精选C,混合型,混合型-偏股,-1.51,0.23,17.95,28.03,11.74,0.57,109,1469.0,71.86661556151782,206.0,96.07730577879832,73.1,preferred,False,True,False,False,True,False,22.3311984592434,False
025635.OF,鹏华易选平衡3个月持有C,混合型,混合型-偏股,1.01,1.78,6.43,10.06,3.0,0.44,121,731.0,86.00996550402454,1505.0,71.22081898201301,74.5,preferred,False,True,False,False,True,False,34.42924102152297,False
025634.OF,鹏华易选平衡3个月持有A,混合型,混合型-偏股,1.03,1.83,6.52,10.11,2.99,0.45,121,719.0,86.23993867382138,1477.0,71.75660160734787,74.8,watch,False,True,False,False,True,False,2.6830098824582134,False
025467.OF,百嘉瑞丰量化选股C,混合型,混合型-偏股,0.2,1.49,5.75,5.59,2.52,0.67,133,814.0,84.41931774626293,1655.0,68.3505549177191,76.4,preferred,False,True,False,False,True,False,36.65076629108787,False
025793.OF,东方阿尔法科技甄选C,混合型,混合型-偏股,17.32,15.22,32.88,34.04,15.19,0.91,130,31.0,99.42506707550784,17.0,99.69383849980863,78.5,normal,False,True,False,False,True,False,55.71744976022224,False
025792.OF,东方阿尔法科技甄选A,混合型,混合型-偏股,17.38,15.3,32.99,34.07,15.19,0.91,130,30.0,99.44423150632429,16.0,99.7129735935706,78.5,preferred,False,True,False,False,True,False,5.211129574847594,False
024362.OF,中欧红利慧选C,混合型,混合型-偏股,1.38,2.66,15.06,21.74,8.87,0.6,102,533.0,89.80452280567268,339.0,93.53233830845772,78.6,preferred,False,True,False,False,True,False,30.863086684538814,False
024361.OF,中欧红利慧选A,混合型,混合型-偏股,1.43,2.74,15.21,21.74,8.87,0.61,102,515.0,90.14948256036796,327.0,93.76195943360123,79.0,watch,False,True,False,False,True,False,4.005560152780616,False
025886.OF,鹏华新兴产业C,混合型,混合型-偏股,-0.09,-0.27,9.65,14.25,9.7,0.54,138,1998.0,61.72863165963971,942.0,81.99387676999618,73.1,preferred,False,True,False,False,True,False,11.342645640561638,False
025599.OF,国泰海通新锐量化选股C,混合型,混合型-偏股,-0.08,-2.11,11.7,13.47,12.87,0.72,451,3159.0,39.4787274817938,667.0,87.25602755453502,74.9,watch,False,True,False,False,True,False,3.563470146686653,False
025327.OF,银华嘉瑞平衡C,混合型,混合型-偏股,4.37,6.65,12.91,11.86,2.99,0.92,61,170.0,96.7612111920276,519.0,90.088021431305,86.9,watch,False,True,False,False,True,False,2.7255225784625328,True
025326.OF,银华嘉瑞平衡A,混合型,混合型-偏股,4.4,6.71,13.09,11.86,2.98,0.94,61,166.0,96.8378689152932,505.0,90.35591274397244,87.4,normal,False,True,False,False,True,False,86.39186918425303,True
025650.OF,平安资源精选A,混合型,混合型-偏股,3.59,4.05,28.49,28.37,13.2,0.93,153,343.0,93.44576466078958,30.0,99.44508228090318,81.9,normal,False,True,False,False,True,False,56.44111458595222,True
025651.OF,平安资源精选C,混合型,混合型-偏股,3.53,3.96,28.31,28.37,13.21,0.93,153,353.0,93.25412035262552,31.0,99.42594718714122,81.9,preferred,False,True,False,False,True,False,5.99013729997872,True
025645.OF,广发量化多因子C,灵活配置型,混合型-平衡,-1.02,-3.05,8.66,12.62,6.29,0.53,166,333.0,29.80972515856237,123.0,74.20718816067652,73.6,preferred,False,True,False,False,True,False,45.53732058487787,False
025542.OF,华夏行业景气C,混合型,混合型-偏股,2.05,2.76,16.61,16.63,9.53,0.88,166,509.0,90.26446914526636,252.0,95.1970914657482,85.6,preferred,False,True,False,False,True,False,17.975318508659765,True
025066.OF,平安研究驱动C,混合型,混合型-偏股,2.31,1.22,17.34,24.8,7.48,0.62,74,922.0,82.34955921809122,227.0,95.67546880979717,79.4,preferred,False,True,False,False,True,False,13.686297611614478,False
025065.OF,平安研究驱动A,混合型,混合型-偏股,2.36,1.3,17.51,24.81,7.47,0.63,74,885.0,83.0586431582982,222.0,95.77114427860695,79.6,preferred,False,True,False,False,True,False,24.883089358602053,False
025543.OF,华夏价值精选C,混合型,混合型-偏股,0.01,-0.07,8.17,11.54,5.57,0.53,166,1779.0,65.92564200843235,1190.0,77.24837351703023,74.5,watch,False,True,False,False,True,False,4.563706763840286,False
025012.OF,财通华裕量化选股C,股票型,主动股票型,-0.31,-2.33,8.19,11.11,8.13,0.56,168,284.0,51.03806228373702,200.0,65.57093425605535,71.1,watch,False,True,False,False,True,False,150.03441945733732,False
025011.OF,财通华裕量化选股A,股票型,主动股票型,-0.29,-2.29,8.27,11.13,8.1,0.56,168,282.0,51.384083044982695,198.0,65.91695501730104,71.2,watch,False,True,False,False,True,False,3.6428966283322652,False
025442.OF,景顺长城产业优选,混合型,混合型-偏股,1.87,6.75,13.14,20.77,6.36,0.54,76,164.0,96.87619777692602,498.0,90.48985840030616,79.0,preferred,False,True,False,False,True,False,12.00476762038949,False
024476.OF,南华科技创新A,混合型,混合型-偏股,4.48,4.6,7.69,14.64,5.52,0.39,176,295.0,94.365657339977,1258.0,75.947187141217,71.2,preferred,False,True,False,False,True,False,16.320543534481683,False
024477.OF,南华科技创新C,混合型,混合型-偏股,4.45,4.53,7.59,14.63,5.56,0.38,176,299.0,94.2889996167114,1277.0,75.58362035973975,70.8,preferred,False,True,False,False,True,False,16.34561859075218,False
025412.OF,安信红利量化选股C,股票型,主动股票型,1.79,4.86,7.92,8.72,6.01,0.68,172,38.0,93.59861591695504,205.0,64.70588235294117,74.3,preferred,False,True,False,False,True,False,11.907644043801762,False
025411.OF,安信红利量化选股A,股票型,主动股票型,1.82,4.9,7.94,8.72,5.98,0.68,172,37.0,93.77162629757784,204.0,64.87889273356402,74.3,watch,False,True,False,False,True,False,3.6581763654519377,False
025429.OF,东方红研究精选C,混合型,混合型-偏股,6.39,3.8,12.09,12.89,5.42,0.78,119,366.0,93.00498275201228,610.0,88.3467278989667,83.9,preferred,False,True,False,False,True,False,8.615902583244813,True
025069.OF,景顺长城高端装备,股票型,主动股票型,1.92,-3.84,26.93,36.26,9.98,0.69,86,355.0,38.754325259515575,7.0,98.96193771626297,77.4,watch,False,True,False,False,True,False,4.514628344417604,False
025428.OF,东方红研究精选A,混合型,混合型-偏股,6.43,3.86,12.21,12.9,5.38,0.79,119,361.0,93.1008049060943,593.0,88.67202449292002,84.1,preferred,False,True,False,False,True,False,22.719323482004594,True
025356.OF,东海启恒C,混合型,混合型-偏股,1.03,1.44,5.06,6.45,1.6,0.47,90,833.0,84.05519356075123,1876.0,64.12169919632606,72.2,normal,False,True,False,False,True,False,76.65284302308987,False
025408.OF,兴华景明A,混合型,混合型-偏股,0.35,1.1,8.73,8.62,5.58,0.78,180,965.0,81.52548869298582,1086.0,79.23842326827402,79.6,preferred,False,True,False,False,True,False,10.691914716405082,False
025355.OF,东海启恒A,混合型,混合型-偏股,1.05,1.47,5.12,6.44,1.6,0.49,90,821.0,84.2851667305481,1861.0,64.40872560275545,72.7,preferred,False,True,False,False,True,False,19.728298291523608,False
025409.OF,兴华景明C,混合型,混合型-偏股,0.33,1.05,8.64,8.6,5.61,0.77,180,989.0,81.0655423533921,1099.0,78.98966704936853,79.2,preferred,False,True,False,False,True,False,7.527292638020503,False
025231.OF,中信建投价值增长A,混合型,混合型-偏股,2.05,0.79,7.73,10.17,6.07,0.56,181,1104.0,78.86163280950555,1251.0,76.08113279755071,74.0,watch,False,True,False,False,True,False,4.818141435336824,False
025232.OF,中信建投价值增长C,混合型,混合型-偏股,2.01,0.7,7.6,10.16,6.12,0.55,181,1142.0,78.13338443848218,1276.0,75.60275545350173,73.5,preferred,False,True,False,False,True,False,22.14469466948857,False
023840.OF,银华甄选价值回报C,混合型,混合型-偏股,1.7,2.04,11.61,17.49,9.28,0.55,155,663.0,87.31314679954005,677.0,87.06467661691542,75.3,normal,False,True,False,False,True,False,69.50316765862489,False
023839.OF,银华甄选价值回报A,混合型,混合型-偏股,1.71,2.08,11.7,17.51,9.25,0.55,155,650.0,87.56228440015332,666.0,87.27516264829698,75.4,watch,False,True,False,False,True,False,4.8509905661300605,False
025556.OF,博时裕益灵活配置C,灵活配置型,混合型-平衡,-0.55,0.95,6.92,12.09,4.93,0.41,188,119.0,75.05285412262157,158.0,66.8076109936575,70.2,watch,False,True,False,False,True,False,115.74679540059358,False
024421.OF,华夏信选A,混合型,混合型-偏股,0.37,-0.92,10.86,19.79,10.22,0.45,100,2521.0,51.70563434266002,774.0,85.20857252200535,71.9,preferred,False,True,False,False,True,False,12.259393257239257,False
024422.OF,华夏信选C,混合型,混合型-偏股,0.33,-0.98,10.73,19.8,10.23,0.44,100,2560.0,50.95822154082023,788.0,84.94068120933792,71.6,watch,False,True,False,False,True,False,3.383313263192923,False
025422.OF,浦银安盛数字经济C,混合型,混合型-偏股,1.95,19.22,19.45,37.69,11.01,0.46,152,13.0,99.77002683020314,160.0,96.95752009184844,70.3,normal,False,True,False,False,True,False,56.44192233926725,False
025421.OF,浦银安盛数字经济A,混合型,混合型-偏股,2.13,19.46,19.72,37.73,11.01,0.47,152,11.0,99.80835569183594,151.0,97.12973593570608,70.6,preferred,False,True,False,False,True,False,18.15192860647234,False
025448.OF,万家元晟量化选股C,混合型,混合型-偏股,-1.0,2.01,14.76,15.45,9.14,0.83,183,669.0,87.19816021464163,375.0,92.84347493302715,83.6,watch,False,True,False,False,True,False,4.962036078151015,True
025447.OF,万家元晟量化选股A,混合型,混合型-偏股,-0.96,2.06,14.88,15.45,9.1,0.83,183,657.0,87.4281333844385,363.0,93.07309605817068,83.7,normal,False,True,False,False,True,False,78.3653895942113,True
025024.OF,华商港股通价值回报,混合型,混合型-偏股,-3.17,1.58,8.83,15.51,10.08,0.44,183,784.0,84.99425067075508,1069.0,79.56371986222732,70.1,preferred,False,True,False,False,True,False,13.996531671195399,False
024355.OF,国泰红利智选C,混合型,混合型-偏股,0.07,-0.9,7.04,8.78,4.28,0.57,139,2505.0,52.0122652357225,1382.0,73.57443551473402,75.1,watch,False,True,False,False,True,False,144.44481187474162,False
024271.OF,恒生前海瑞丰A,混合型,混合型-偏股,-0.24,-1.28,7.26,10.73,7.29,0.49,176,2733.0,47.642775009582216,1337.0,74.43551473402219,70.9,preferred,False,True,False,False,True,False,9.036238763364526,False
024272.OF,恒生前海瑞丰C,混合型,混合型-偏股,-0.27,-1.32,7.17,10.72,7.29,0.48,176,2768.0,46.97201993100805,1356.0,74.07194795254497,70.6,preferred,False,True,False,False,True,False,39.09072166045618,False
018211.OF,红土创新景气回报C,混合型,混合型-偏股,5.15,13.37,18.57,24.41,9.21,0.68,174,40.0,99.2525871981602,180.0,96.57481821660926,80.9,preferred,False,True,False,False,True,False,26.428715820915244,True
024354.OF,国泰红利智选A,混合型,混合型-偏股,0.11,-0.84,7.16,8.79,4.27,0.59,139,2469.0,52.702184745113065,1357.0,74.052812858783,75.7,preferred,False,True,False,False,True,False,27.750719061923782,False
018210.OF,红土创新景气回报A,混合型,混合型-偏股,5.18,13.44,18.68,24.41,9.17,0.68,174,39.0,99.27175162897662,175.0,96.67049368541906,80.9,preferred,False,True,False,False,True,False,43.38481018991447,True
025476.OF,银华瑞和C,灵活配置型,混合型-平衡,8.54,15.7,34.97,19.86,7.85,1.66,204,1.0,100.0,1.0,100.0,96.6,preferred,False,True,False,False,True,False,8.817265594626162,True
025415.OF,新华策略精选C,股票型,主动股票型,3.48,11.13,22.11,27.87,13.39,0.72,204,5.0,99.30795847750863,22.0,96.36678200692042,75.6,normal,False,True,False,False,True,False,73.90854588815408,False
025425.OF,华宝安盈E,混合型,混合型-偏股,0.5,0.84,4.15,4.34,1.86,0.49,205,1081.0,79.30241471828286,2175.0,58.40030616150019,70.7,watch,False,True,False,False,True,False,1.5776573750542984,False
023386.OF,国泰聚智量化选股A,混合型,混合型-偏股,0.01,2.29,13.05,13.45,8.61,0.82,202,604.0,88.44384821770794,507.0,90.31764255644852,82.5,preferred,False,True,False,False,True,False,27.210612389733388,True
023314.OF,国泰聚鑫量化选股C,混合型,混合型-偏股,-2.29,-6.09,10.58,22.16,9.03,0.39,202,4377.0,16.136450747412802,805.0,84.61538461538461,70.3,watch,True,True,False,False,True,False,3.4176178515028317,False
023313.OF,国泰聚鑫量化选股A,混合型,混合型-偏股,-2.27,-6.07,10.62,22.16,9.01,0.39,202,4374.0,16.193944039862018,800.0,84.71106008419441,70.3,watch,True,True,False,False,True,False,3.7326884734869616,False
023387.OF,国泰聚智量化选股C,混合型,混合型-偏股,,2.27,13.01,13.44,8.63,0.82,202,606.0,88.40551935607512,511.0,90.24110218140068,82.5,preferred,False,True,False,False,True,False,22.306002633202663,True
023421.OF,永赢锐见先锋C,混合型,混合型-偏股,3.4,-1.16,15.04,26.27,10.15,0.5,116,2675.0,48.75431199693369,342.0,93.47493302717184,73.2,preferred,False,True,False,False,True,False,6.447489678719431,False
023420.OF,永赢锐见先锋A,混合型,混合型-偏股,3.43,-1.1,15.17,26.28,10.1,0.5,116,2632.0,49.5783825220391,330.0,93.70455415231534,73.4,watch,False,True,False,False,True,False,4.704655739501331,False
025332.OF,诺安平衡C,平衡型,混合型-平衡,-2.32,-6.18,10.49,17.95,9.54,0.47,218,401.0,15.433403805496829,88.0,81.60676532769557,72.1,preferred,True,True,False,False,True,False,25.457236388657726,False
025351.OF,诺安优选回报C,灵活配置型,混合型-平衡,1.45,0.94,18.68,18.3,11.82,0.91,218,120.0,74.84143763213531,21.0,95.77167019027485,84.1,preferred,False,True,False,False,True,False,6.4456057713059245,True
018862.OF,大成创优鑫选A,混合型,混合型-偏股,2.86,2.41,17.29,19.51,10.69,0.78,186,590.0,88.7121502491376,228.0,95.65633371603522,82.5,preferred,False,True,False,False,True,False,17.69885919870761,True
018863.OF,大成创优鑫选C,混合型,混合型-偏股,2.82,2.33,17.14,19.5,10.7,0.78,186,600.0,88.52050594097355,232.0,95.57979334098738,82.4,watch,False,True,False,False,True,False,490.1232892382343,True
023834.OF,广发资源智选A,股票型,主动股票型,-2.13,-3.31,15.63,22.42,11.4,0.61,180,336.0,42.04152249134948,56.0,90.48442906574394,75.4,watch,False,True,False,False,True,False,3.870375269793862,False
023835.OF,广发资源智选C,股票型,主动股票型,-2.19,-3.4,15.47,22.4,11.4,0.6,180,342.0,41.00346020761245,60.0,89.79238754325259,75.0,preferred,False,True,False,False,True,False,15.551488585905721,False
025217.OF,永赢资源慧选C,混合型,混合型-偏股,2.89,5.31,21.87,22.58,10.08,0.88,220,243.0,95.36220774243004,106.0,97.99081515499428,85.9,preferred,False,True,False,False,True,False,5.607542345177864,True
025216.OF,永赢资源慧选A,混合型,混合型-偏股,2.93,5.38,22.04,22.58,10.07,0.89,220,240.0,95.41970103487928,103.0,98.04822043628016,86.2,watch,False,True,False,False,True,False,3.32723755171032,True
025057.OF,易方达价值回报,混合型,混合型-偏股,-0.37,3.36,7.42,9.03,4.54,0.6,143,436.0,91.66347259486392,1303.0,75.08610792192883,75.9,watch,False,True,False,False,True,False,2.274405981821738,False
025059.OF,中欧核心智选C,混合型,混合型-偏股,0.99,1.89,10.36,10.94,4.38,0.76,143,707.0,86.46991184361823,831.0,84.11787217757367,82.8,preferred,False,True,False,False,True,False,23.940296472374392,True
025058.OF,中欧核心智选A,混合型,混合型-偏股,1.02,1.95,10.43,10.95,4.35,0.77,143,689.0,86.81487159831353,822.0,84.2900880214313,83.0,preferred,False,True,False,False,True,False,5.984227696975162,True
024640.OF,中欧化工产业A,混合型,混合型-偏股,3.44,3.2,18.31,21.32,9.87,0.77,237,458.0,91.24185511690304,190.0,96.38346727898968,83.5,watch,False,True,False,False,True,False,4.3198085164777,True
024641.OF,中欧化工产业C,混合型,混合型-偏股,3.4,3.13,18.18,21.3,9.89,0.76,237,464.0,91.1268685320046,194.0,96.30692690394184,83.2,watch,False,True,False,False,True,False,4.494524419922795,True
024928.OF,华夏卓越成长A,混合型,混合型-偏股,1.83,3.56,15.14,17.96,9.68,0.73,241,401.0,92.3342276734381,333.0,93.64714887102949,81.5,preferred,False,True,False,False,True,False,11.469763003800077,True
024929.OF,华夏卓越成长B,混合型,混合型-偏股,1.82,3.55,15.14,17.97,9.68,0.73,241,402.0,92.3150632426217,332.0,93.66628396479145,81.5,preferred,False,True,False,False,True,False,9.145503555098577,True
024914.OF,华夏红利价值A,混合型,混合型-偏股,0.53,4.98,10.39,11.27,6.4,0.74,241,258.0,95.074741280184,826.0,84.21354764638347,80.5,watch,False,True,False,False,True,False,4.099740198774914,True
024930.OF,华夏卓越成长C,混合型,混合型-偏股,1.79,3.48,15.01,17.96,9.72,0.72,241,411.0,92.14258336527404,349.0,93.3409873708381,81.1,preferred,False,True,False,False,True,False,30.158580337404285,True
024931.OF,华夏卓越成长D,混合型,混合型-偏股,1.8,3.51,15.05,18.13,9.7,0.72,235,409.0,92.18091222690688,341.0,93.4940681209338,81.2,watch,False,True,False,False,True,False,3.769467354658465,True
024932.OF,华夏卓越成长E,混合型,混合型-偏股,1.76,3.44,14.92,18.13,9.74,0.71,235,420.0,91.9701034879264,357.0,93.18790662074244,80.8,preferred,False,True,False,False,True,False,13.724722471220764,True
024915.OF,华夏红利价值B,混合型,混合型-偏股,0.55,5.02,10.47,11.29,6.4,0.75,241,257.0,95.0939057110004,818.0,84.36662839647914,80.8,preferred,False,True,False,False,True,False,24.16048391140965,True
024916.OF,华夏红利价值C,混合型,混合型-偏股,0.51,4.96,10.35,11.28,6.4,0.74,241,262.0,94.99808355691836,833.0,84.07960199004975,80.5,watch,False,True,False,False,True,False,4.874848427389833,True
024918.OF,华夏红利价值E,混合型,混合型-偏股,0.49,4.91,10.27,11.33,6.41,0.73,235,269.0,94.86393254120352,846.0,83.83084577114428,80.2,watch,False,True,False,False,True,False,1.3967407393623408,True
024917.OF,华夏红利价值D,混合型,混合型-偏股,0.52,4.98,10.4,11.33,6.4,0.74,235,260.0,95.03641241855117,824.0,84.25181783390738,80.6,watch,False,True,False,False,True,False,1.727973050595763,True
025162.OF,国泰大宗商品D,股票型,主动股票型,0.91,4.02,13.78,19.01,10.21,0.62,233,58.0,90.13840830449828,71.0,87.88927335640139,77.2,watch,False,True,False,False,True,False,2.8484658761620816,False
024830.OF,西部利得资源鑫选A,混合型,混合型-偏股,-1.32,0.72,21.22,25.68,11.15,0.75,219,1131.0,78.34419317746263,120.0,97.72292384232682,80.5,preferred,False,True,False,False,True,False,7.350869628405165,True
024831.OF,西部利得资源鑫选C,混合型,混合型-偏股,-1.34,0.68,21.13,25.67,11.16,0.75,219,1152.0,77.94174013031812,121.0,97.70378874856488,80.4,preferred,False,True,False,False,True,False,17.24858012121074,True
